ISO_CODE,area_geo
BOL,648435.9617500071
BRA,2891650.6643184912
COL,552226.0782520166
ECU,151843.8445134596
GUF,61845.418174501974
GUY,95598.54503778167
PER,776627.667639113
PRY,22.47610869681132
SUR,23882.52922498885
VEN,364402.8045350123
